"genes","cluster"
"K08986",2
"K08987",2
"K08996",2
"K09114",2
"K09140",2
"K09157",2
"K09160",2
"K09258",2
"K09289",2
"K09504",2
"K09567",2
"K09574",2
"K09599",2
"K09705",2
"K09708",2
"K09811",2
"K09813",2
"K09814",2
"K09815",2
"K09817",2
"K09857",2
"K09872",2
"K09893",2
"K09905",2
"K09906",2
"K09914",2
"K09915",2
"K09933",2
"K09934",2
"K09972",2
"K09973",2
"K09982",2
"K09998",2
"K10000",2
"K10005",2
"K10041",2
"K10107",2
"K10119",2
"K10226",2
"K10233",2
"K10237",2
"K10254",2
"K10283",2
"K10529",2
"K10575",2
"K10748",2
"K10764",2
"K10816",2
"K10847",2
"K10939",2
"K11003",2
"K11208",2
"K11209",2
"K11290",2
"K11320",2
"K11391",2
"K11450",2
"K11476",2
"K11576",2
"K11737",2
"K11739",2
"K11747",2
"K11810",2
"K11935",2
"K11937",2
"K11939",2
"K11940",2
"K12176",2
"K12185",2
"K12341",2
"K12351",2
"K12423",2
"K12449",2
"K12518",2
"K12525",2
"K12555",2
"K12556",2
"K12619",2
"K12625",2
"K12663",2
"K12843",2
"K12898",2
"K12961",2
"K13014",2
"K13094",2
"K13108",2
"K13239",2
"K13255",2
"K13292",2
"K13330",2
"K13464",2
"K13532",2
"K13555",2
"K13604",2
"K13612",2
"K13747",2
"K13894",2
"K13938",2
"K14054",2
"K14061",2
"K14070",2
"K14126",2
"K14282",2
"K14338",2
"K14385",2
"K14409",2
"K14485",2
"K14496",2
"K14514",2
"K14698",2
"K14710",2
"K14746",2
"K14790",2
"K14816",2
"K14843",2
"K14852",2
"K15012",2
"K15044",2
"K15045",2
"K15148",2
"K15164",2
"K15257",2
"K15275",2
"K15303",2
"K15325",2
"K15499",2
"K15601",2
"K15719",2
"K15746",2
"K15777",2
"K16013",2
"K16045",2
"K16074",2
"K16136",2
"K16202",2
"K16263",2
"K16266",2
"K16301",2
"K16321",2
"K16323",2
"K16370",2
"K16555",2
"K16639",2
"K16710",2
"K16902",2
"K16904",2
"K17236",2
"K17250",2
"K17360",2
"K17430",2
"K17462",2
"K17598",2
"K17774",2
"K18006",2
"K18015",2
"K18225",2
"K18368",2
"K18446",2
"K18531",2
"K18552",2
"K18673",2
"K18682",2
"K18695",2
"K18800",2
"K18831",2
"K18838",2
"K18850",2
"K18862",2
"K18894",2
"K18919",2
"K18980",2
"K19043",2
"K19071",2
"K19137",2
"K19228",2
"K19236",2
"K19279",2
"K19336",2
"K19417",2
"K19476",2
"K19552",2
"K19577",2
"K19600",2
"K19747",2
"K19761",2
"K19778",2
"K19782",2
"K19810",2
"K20073",2
"K20074",2
"K20103",2
"K20175",2
"K20288",2
"K20373",2
"K20530",2
"K20591",2
"K20619",2
"K20990",2
"K21089",2
"K21278",2
"K21312",2
"K21357",2
"K21405",2
"K21470",2
"K21570",2
"K21616",2
"K21695",2
"K21698",2
"K21745",2
"K21757",2
"K21901",2
"K21905",2
"K21967",2
"K21973",2
"K21976",2
"K22008",2
"K22041",2
"K22127",2
"K22366",2
"K22404",2
"K22416",2
"K22457",2
"K22525",2
"K22544",2
"K22706",2
"K22708",2
"K22718",2
"K22733",2
"K22748",2
"K22762",2
"K22849",2
"K23060",2
"K23185",2
"K23239",2
"K23243",2
"K23275",2
"K23425",2
"K23437",2
"K23583",2
"K23682",2
"K23723",2
"K23742",2
"K23884",2
"K24042",2
"K24047",2
"K24082",2
"K24189",2
"K24215",2
"K24843",2
"K24854",2
"K24923",2
"K24949",2
"K24983",2
"K24985",2
"K25158",2
"K25193",2
"K25262",2
"K25556",2
"K25575",2
"K25598",2
"K25824",2
"K25827",2
"K26149",2
"K26209",2
"K26434",2
"K26497",2
"K26603",2
"K26885",2
"K26894",2
"K26953",2
"K26968",2
"K27069",2
"K27081",2
"K27309",2
"K27311",2
"K27414",2
"K27496",2
"K27501",2
"K27686",2
"K27740",2
