"genes","cluster"
"K07753",3
"K07757",3
"K07776",3
"K07814",3
"K08092",3
"K08191",3
"K08196",3
"K08219",3
"K08224",3
"K08235",3
"K08237",3
"K08251",3
"K08264",3
"K08296",3
"K08302",3
"K08326",3
"K08368",3
"K08602",3
"K08857",3
"K08981",3
"K08990",3
"K09116",3
"K09136",3
"K09167",3
"K09471",3
"K09515",3
"K09569",3
"K09685",3
"K09710",3
"K09747",3
"K09748",3
"K09761",3
"K09768",3
"K09779",3
"K09790",3
"K09843",3
"K09888",3
"K09910",3
"K09971",3
"K10003",3
"K10010",3
"K10017",3
"K10039",3
"K10040",3
"K10047",3
"K10212",3
"K10213",3
"K10429",3
"K10440",3
"K10534",3
"K10537",3
"K10545",3
"K10553",3
"K10562",3
"K10609",3
"K10645",3
"K10762",3
"K10781",3
"K10799",3
"K10831",3
"K10844",3
"K10906",3
"K11031",3
"K11102",3
"K11142",3
"K11177",3
"K11180",3
"K11184",3
"K11418",3
"K11517",3
"K11636",3
"K11738",3
"K11740",3
"K11754",3
"K11787",3
"K11825",3
"K11896",3
"K11900",3
"K11907",3
"K11929",3
"K12528",3
"K12579",3
"K12700",3
"K12734",3
"K12950",3
"K12991",3
"K12992",3
"K13037",3
"K13049",3
"K13256",3
"K13283",3
"K13497",3
"K13547",3
"K13572",3
"K13573",3
"K13637",3
"K13638",3
"K13684",3
"K13700",3
"K13815",3
"K13821",3
"K13864",3
"K13867",3
"K13892",3
"K13922",3
"K13950",3
"K14058",3
"K14083",3
"K14170",3
"K14205",3
"K14260",3
"K14273",3
"K14287",3
"K14335",3
"K14345",3
"K14466",3
"K14504",3
"K14638",3
"K14660",3
"K14779",3
"K14982",3
"K14983",3
"K15024",3
"K15095",3
"K15173",3
"K15256",3
"K15376",3
"K15496",3
"K15497",3
"K15509",3
"K15520",3
"K15533",3
"K15548",3
"K15555",3
"K15580",3
"K15581",3
"K15667",3
"K15723",3
"K15873",3
"K15889",3
"K15913",3
"K15923",3
"K15975",3
"K15984",3
"K16066",3
"K16069",3
"K16170",3
"K16200",3
"K16224",3
"K16235",3
"K16325",3
"K16346",3
"K16511",3
"K16553",3
"K16703",3
"K16789",3
"K16795",3
"K16872",3
"K16899",3
"K16907",3
"K16956",3
"K16961",3
"K17071",3
"K17215",3
"K17235",3
"K17315",3
"K17320",3
"K17468",3
"K17723",3
"K17758",3
"K17759",3
"K17810",3
"K17839",3
"K17993",3
"K17994",3
"K17995",3
"K17996",3
"K18016",3
"K18088",3
"K18123",3
"K18230",3
"K18278",3
"K18284",3
"K18327",3
"K18344",3
"K18359",3
"K18424",3
"K18475",3
"K18591",3
"K18663",3
"K18819",3
"K18843",3
"K18881",3
"K18890",3
"K18896",3
"K18929",3
"K18940",3
"K18991",3
"K19180",3
"K19220",3
"K19225",3
"K19234",3
"K19267",3
"K19295",3
"K19303",3
"K19333",3
"K19421",3
"K19423",3
"K19591",3
"K19632",3
"K19883",3
"K19922",3
"K20118",3
"K20453",3
"K20541",3
"K20543",3
"K20708",3
"K20860",3
"K20968",3
"K21030",3
"K21111",3
"K21275",3
"K21303",3
"K21304",3
"K21467",3
"K21469",3
"K21471",3
"K21474",3
"K21498",3
"K21600",3
"K21703",3
"K21743",3
"K21816",3
"K21974",3
"K22043",3
"K22068",3
"K22074",3
"K22107",3
"K22111",3
"K22322",3
"K22480",3
"K22482",3
"K22604",3
"K22607",3
"K22699",3
"K22900",3
"K22985",3
"K23015",3
"K23072",3
"K23073",3
"K23187",3
"K23545",3
"K23675",3
"K23953",3
"K23992",3
"K24051",3
"K24096",3
"K24100",3
"K24459",3
"K24831",3
"K24844",3
"K24969",3
"K25004",3
"K25261",3
"K25314",3
"K25434",3
"K25518",3
"K25578",3
"K25619",3
"K25649",3
"K25670",3
"K25986",3
"K26032",3
"K26210",3
"K26212",3
"K26414",3
"K26932",3
"K26993",3
"K27108",3
"K27187",3
"K27188",3
"K27190",3
"K27259",3
"K27260",3
"K27264",3
"K27271",3
"K27395",3
"K27628",3
